host_id,host_about,user_id
3867687,"My name is Janet and I am a native Chicagoan and know the the city well. I work as a Licensed Clinical Psychologist in a Private Alternative Health Practice, teach, research and also serve as a consultant to our state government .  I am also interested in studying energy in groups and social systems both here and abroad. I like alternative medicine, meditation, art, theater ,good food  and also to hang out with friends. During weekdays, I am hardly ever at home,often only to sleep.  I am open-minded and very sociable and if you are interested in learning about the city and restaurants and sights to see, I can be a valuable resource.  If you have any question or need further information please contact me I will be pleased to answer you.  It is helpful to know something about you and the reason for your visit to Chicago.   There are some guests that are here for the first time and are interested in local restaurants, ideas of current activities in Chicago while others are here visiting family and friends and want only minimum contact. 

The unit is separate and has its own temperature system and I am not readily available in the building as I am working.  So you will have access to me via texts and there are a list of emergency contacts within a few minutes of the building.  We like to make your stay as comfortable as we can..  
Warm regards,  
Janet",3867687
5654677,artist dog lover!,5654677
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
13783917,Chicago area native - loved living in Bucktown - covid relocated us to the Northern Suburbs. ,13783917
3920450,,3920450
2907254,"Hello!  This is Joe, Alex, Drew, Tom and Charlie.  If you stay here we will be your hosts while here in Chicago.   

Please read through our entire ad and offering before asking questions or requesting a stay.  If after that you still have questions feel free to ask.  If you just want to book after reading, I'm positive we will deliver a great stay.",2907254
4525503,"We are an artistic couple; choreography and videography, who enjoy a healthy lifestyle of quiet reading, meditation, good food and great music. We have two cats…",4525503
101521,"Travel is fun and exciting but can be hard on the wallet.  It doesn't have to be that way.  Email if you have questions, especially if your requested dates are in the near term and I will do my best to work with you!

Having spent more time than I care to remember in sterile, uninviting hotel rooms, I was initially attracted to vacation rentals as refreshing, and often more affordable, alternatives.  What I found were the same white walls and beige furniture or, even worse, cluttered rooms and Aunt Edna's donated dilapidated couch in the living room.  Well, welcome to something different.  Take a break from your busy schedule by relaxing in clean, inviting rental that that feels enough like home that you're immediately comfortable while being so special you'll look forward to your return.  Many of my guests have been back 2 or 3 times, and some have found themselves venturing across the country to check out another Red Hot Vacation Rental.  

My places are located in Chicago, Miami Beach and San Francisco. I've lived in all 3 cities and am happy to suggest hidden local gems or recommend the best nearby dry cleaner.",101521
4019426,"Chicago natives who love this City. We enjoy art, music, food and people! We are a professional couple and enjoy meeting new guests- We love our home and neighborhood and hope you will too.",4019426
5007980,"I had been working in the visual arts for many years as a designer and art director and returned to school to become a civil engineer. Now I work as an engineer and paint in my free time - loving both disciplines., but mostly loving being a grandmother.",5007980
5015135,"Artist, Designer",5015135
13793246,I'm a nature and animal lover that lived downtown Chicago for almost 2-decades and loved the city life. I enjoy meeting new people and opening my home to others! I also speak fluent French and have lived abroad.,13793246
5148353,"Laid back, quiet at first, warm, friendly. Work in financial services in downtown Chicago. I have attempting to travel the world, so far only been to Hawaii, Iraq, and Mexico; will try to get to Europe, Asia, and Africa hopefully sooner, rather than later.",5148353
