scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,listing_id
4.15,4.38,4.69,4.62,4.54,4.15,4.23,35195852
4.98,4.98,4.94,4.97,4.98,4.95,4.87,35212437
4.65,4.87,4.96,4.87,4.96,4.57,4.78,35217934
4.41,4.55,4.5,4.69,4.65,4.8,4.33,36603379
4.4,4.5,4.44,4.7,4.56,4.84,4.41,36603454
4.3,4.53,4.49,4.49,4.65,4.82,4.36,36604492
4.88,5.0,5.0,5.0,5.0,4.63,4.75,36630764
4.82,4.82,4.82,4.73,4.82,5.0,4.73,35230615
4.94,4.96,4.94,4.93,4.86,4.99,4.76,35256357
4.5,5.0,5.0,5.0,5.0,4.5,4.5,35258128
4.81,4.89,4.69,4.91,4.94,4.95,4.73,36630999
4.98,4.99,4.97,4.99,4.98,4.95,4.93,35262326
4.92,4.85,4.96,4.98,5.0,4.85,4.81,36631415
5.0,5.0,5.0,5.0,5.0,4.83,4.83,36631488
4.77,4.72,4.74,4.92,4.92,4.62,4.59,36638765
4.95,4.97,4.95,4.96,4.97,4.95,4.82,36669561
4.38,4.48,4.1,4.74,4.57,4.71,4.38,36693625
4.6,5.0,4.4,4.8,5.0,3.2,4.6,36694273
4.5,4.38,4.5,4.75,5.0,4.88,4.63,36694345
4.95,4.96,4.96,4.96,4.96,4.87,4.87,35265884
4.86,4.81,4.64,4.97,4.96,4.87,4.82,36700170
4.9,4.89,4.94,4.86,4.96,4.98,4.73,36711170
4.88,4.87,4.88,4.97,4.99,4.68,4.87,35267831
4.8,4.88,4.87,4.86,4.96,4.73,4.74,36727196
5.0,4.94,5.0,5.0,5.0,5.0,4.94,35277594
4.93,4.97,4.88,4.97,4.97,4.97,4.96,36729228
3.88,4.25,3.25,4.88,4.63,3.38,4.13,35284210
5.0,5.0,4.99,4.97,4.96,5.0,4.96,35284235
4.95,4.93,4.99,4.93,5.0,4.88,4.95,36772374
4.97,4.96,4.94,4.93,5.0,4.99,4.93,35313811
4.71,4.71,4.64,4.64,4.71,4.64,4.71,36772591
4.75,4.88,4.86,4.93,4.95,4.78,4.72,36796742
4.92,4.96,5.0,5.0,5.0,5.0,4.77,35346506
5.0,5.0,5.0,4.98,5.0,5.0,4.88,36804964
5.0,5.0,4.88,5.0,5.0,4.88,4.63,35351226
4.9,4.96,4.88,4.98,4.98,4.94,4.79,35351970
4.87,4.96,4.95,4.98,4.94,4.68,4.85,36808735
4.98,4.99,4.94,4.98,5.0,5.0,4.85,36832082
4.73,4.8,4.87,4.93,5.0,4.33,4.6,36835843
4.87,4.93,4.79,4.9,4.94,4.96,4.7,36870884
4.73,4.86,4.76,4.9,4.9,4.96,4.64,36871691
4.8,4.84,4.78,4.94,4.92,4.78,4.74,35353022
4.92,4.96,4.92,4.95,4.95,4.81,4.92,36912569
4.83,4.96,4.91,4.96,4.98,4.96,4.6,36912962
4.64,4.72,4.8,4.76,4.64,4.88,4.68,35377394
4.5,4.81,4.69,4.5,4.77,4.88,4.73,36942741
4.77,4.68,4.41,4.95,4.95,4.77,4.82,37004668
4.94,4.94,4.72,4.94,5.0,4.67,4.83,35387909
4.84,4.87,4.78,4.94,4.84,4.76,4.84,35403153
4.73,4.86,4.55,4.94,4.95,4.79,4.69,35420803
4.88,4.93,4.93,4.93,4.86,4.84,4.79,35428201
5.0,4.0,5.0,5.0,5.0,5.0,5.0,37016946
4.67,4.67,5.0,4.67,4.5,4.5,4.67,35495687
4.78,4.89,4.89,5.0,5.0,4.94,4.67,37049582
4.89,4.89,4.93,4.97,4.99,4.85,4.83,37053533
4.79,4.82,4.65,4.94,4.99,4.94,4.7,37056001
4.78,4.68,4.78,4.88,4.73,4.95,4.55,37056214
5.0,5.0,5.0,5.0,5.0,5.0,5.0,37074749
4.94,4.93,4.95,4.95,4.97,4.96,4.87,35496535
4.94,5.0,4.89,5.0,5.0,4.28,4.83,35511310
5.0,3.0,4.0,5.0,5.0,5.0,2.0,35511934
4.84,4.91,4.88,4.92,4.96,4.73,4.84,37091430
1.0,1.0,3.0,5.0,1.0,3.0,3.0,35516706
4.78,4.83,4.66,4.89,4.89,4.85,4.8,35517765
1.0,1.0,3.0,4.0,3.0,4.0,1.0,37107960
4.8,4.76,4.8,4.95,4.96,4.91,4.81,37113529
4.88,4.92,4.82,4.92,4.95,4.95,4.68,35518584
4.74,4.79,4.84,4.91,4.95,4.93,4.67,35566367
4.94,4.95,4.93,4.96,4.99,4.96,4.88,35573202
4.91,4.81,4.91,5.0,5.0,4.94,4.84,35578101
4.95,4.95,4.88,4.88,5.0,4.98,4.65,37125424
4.4,4.0,3.8,5.0,4.4,3.4,4.2,37143206
4.85,5.0,4.77,5.0,5.0,5.0,4.92,35579191
5.0,5.0,4.94,5.0,4.89,5.0,4.78,35605764
5.0,5.0,5.0,5.0,5.0,5.0,5.0,37145404
4.96,4.96,4.93,4.97,4.96,4.84,4.9,35611753
4.67,5.0,4.33,5.0,5.0,4.0,4.67,35645746
4.76,4.76,4.74,4.98,4.93,5.0,4.73,35667306
4.85,4.8,4.69,4.95,4.96,4.97,4.85,35681792
4.7,4.76,4.72,4.94,4.89,4.52,4.65,35730130
5.0,4.98,4.98,5.0,5.0,4.98,4.9,37182856
4.9,4.9,4.9,4.93,4.89,4.34,4.75,35731377
4.78,4.83,4.89,4.83,4.89,4.89,4.72,35740692
4.86,4.91,4.88,4.98,5.0,4.91,4.92,35743481
4.87,4.89,4.85,4.91,5.0,4.91,4.8,37198925
5.0,5.0,5.0,5.0,5.0,5.0,4.5,37248792
4.73,4.76,4.86,4.94,4.82,4.94,4.69,35765755
4.89,4.89,4.85,4.7,4.97,4.99,4.81,35767803
4.5,4.0,4.0,5.0,5.0,5.0,4.0,35769538
5.0,5.0,5.0,5.0,5.0,5.0,5.0,35802969
4.86,4.95,4.81,4.86,5.0,4.95,4.86,35803293
5.0,5.0,5.0,4.93,5.0,5.0,4.86,37258453
5.0,5.0,4.75,5.0,5.0,4.88,4.63,35841624
4.56,4.71,4.29,4.83,4.7,4.88,4.57,35845457
4.94,4.97,4.97,4.94,5.0,4.97,4.86,38207510
4.87,4.91,4.89,4.89,4.94,4.93,4.78,37273935
4.93,4.96,4.98,4.93,4.93,4.73,4.84,37281104
4.93,4.93,4.86,5.0,5.0,4.79,4.71,37283545
4.85,4.86,4.72,4.96,4.97,4.99,4.86,37300218
4.34,4.64,4.46,4.84,4.75,4.05,4.44,37319985
4.9,4.92,4.88,4.88,4.96,4.88,4.9,37325675
4.86,4.88,4.91,4.95,4.96,4.8,4.79,38209026
4.97,4.97,4.92,5.0,5.0,4.96,4.86,37326412
5.0,5.0,5.0,5.0,5.0,5.0,5.0,38218625
4.8,4.85,4.7,4.95,4.9,4.9,4.9,37334586
4.63,4.71,4.63,4.79,4.84,4.36,4.56,38229310
4.59,4.84,4.71,4.82,4.77,4.66,4.61,37371164
4.72,4.78,4.74,4.86,4.88,4.95,4.68,37397842
4.96,4.96,4.96,4.96,4.98,4.97,4.83,38315882
4.48,4.81,4.79,4.79,4.81,4.69,4.69,37417133
4.6,4.6,4.67,4.73,4.67,4.6,4.53,38322368
4.7,4.78,4.67,4.85,4.9,4.8,4.78,37432443
4.75,4.83,5.0,4.67,4.83,4.83,4.67,37454958
4.41,4.43,4.61,4.7,4.52,4.83,4.38,38350907
4.79,4.87,4.7,4.91,4.97,4.94,4.72,37458664
4.94,4.9,4.89,4.87,4.97,4.95,4.66,37521255
4.66,4.66,4.63,4.77,4.74,4.89,4.37,38351217
4.42,4.51,4.53,4.63,4.51,4.81,4.43,38351431
4.0,4.5,4.5,5.0,5.0,5.0,4.5,38351514
4.93,4.95,4.79,4.98,5.0,4.91,4.65,38352612
4.95,5.0,4.97,4.98,5.0,4.97,4.92,37526169
4.76,4.81,4.72,4.95,4.94,4.97,4.64,38377878
4.94,4.94,4.88,4.91,4.96,4.98,4.81,38390143
4.77,4.62,4.92,4.38,4.69,4.23,4.46,37530463
4.76,4.8,4.75,4.87,4.91,4.91,4.6,38405999
4.18,4.5,4.23,4.73,4.55,3.55,4.27,38406437
4.81,4.78,4.81,4.85,4.96,4.56,4.81,38412095
4.69,4.69,5.0,4.69,4.69,4.77,4.69,37534874
4.92,4.96,4.98,4.96,4.99,4.92,4.93,38435712
4.75,4.88,4.5,5.0,5.0,5.0,4.75,37535986
4.7,4.5,4.8,4.7,5.0,4.6,4.6,37551145
4.85,4.84,4.74,4.88,4.94,4.88,4.67,38453885
5.0,5.0,5.0,5.0,5.0,5.0,5.0,38485286
5.0,4.83,4.83,5.0,5.0,5.0,4.83,38492820
4.87,4.94,4.82,4.99,4.95,4.95,4.78,37566107
5.0,5.0,4.81,4.94,5.0,4.69,4.94,37570453
4.68,4.74,4.68,4.74,4.74,4.47,4.53,37571365
5.0,5.0,4.92,5.0,5.0,4.33,4.92,37571608
4.6,4.69,4.76,4.89,4.89,4.87,4.36,38521406
5.0,4.98,4.99,4.99,5.0,4.93,4.91,38521696
4.83,4.91,4.65,4.96,5.0,4.83,4.83,37650807
5.0,4.99,5.0,5.0,5.0,4.99,4.85,38522687
5.0,5.0,4.96,4.96,4.93,5.0,4.93,38540686
5.0,5.0,4.89,5.0,5.0,5.0,4.67,38541721
4.77,4.78,4.77,4.86,4.84,4.89,4.74,38542047
4.98,4.98,4.89,4.93,4.98,5.0,4.89,37658384
5.0,5.0,4.92,4.92,5.0,4.92,4.92,37682233
4.94,5.0,5.0,5.0,5.0,4.94,5.0,38556018
4.43,4.43,4.57,4.74,4.57,5.0,4.57,37687842
4.81,4.75,4.97,4.81,4.94,4.97,4.69,37710531
4.25,4.25,3.92,4.58,4.63,4.71,4.21,38556513
4.67,4.71,4.86,4.67,4.9,4.38,4.52,38556679
4.87,4.91,4.84,4.88,4.91,4.93,4.78,37711825
5.0,4.91,4.91,5.0,5.0,5.0,5.0,37714454
4.89,4.89,4.78,5.0,5.0,4.89,4.78,37721986
5.0,4.94,4.94,4.76,4.88,5.0,4.82,38582176
5.0,5.0,4.86,5.0,4.93,4.86,5.0,37752023
4.94,4.89,4.98,4.94,4.98,4.98,4.96,37784682
4.64,4.61,4.63,4.82,4.79,4.54,4.55,37799036
5.0,5.0,5.0,5.0,5.0,5.0,5.0,37833328
4.94,4.92,4.95,4.94,4.95,4.9,4.86,37853442
4.67,4.67,4.67,4.67,5.0,4.67,5.0,38582741
4.17,4.0,3.17,5.0,4.5,3.67,4.0,37865528
3.96,3.96,3.65,4.61,4.26,3.87,4.13,37866160
5.0,5.0,4.5,5.0,5.0,5.0,5.0,37912562
4.99,4.99,5.0,4.99,4.99,4.96,4.93,38604801
4.03,4.25,4.42,4.47,4.53,3.64,4.22,38615966
5.0,5.0,5.0,5.0,5.0,5.0,5.0,38644031
4.87,4.96,4.91,4.96,5.0,5.0,4.7,37913525
4.91,4.9,4.87,4.95,4.97,4.93,4.76,37942661
4.5,4.5,4.5,4.0,4.5,4.0,4.0,38675378
4.75,4.83,4.79,4.91,4.71,4.93,4.75,38675544
4.95,4.95,4.9,5.0,5.0,4.96,4.87,38702660
4.99,4.96,4.97,4.96,5.0,4.99,4.92,37967120
4.92,4.99,4.95,4.98,4.91,4.71,4.89,38706692
4.57,4.74,4.35,4.78,4.61,3.96,4.61,38021812
4.81,4.85,4.5,4.95,4.94,4.95,4.76,38733447
4.59,4.66,4.5,4.7,4.84,4.86,4.68,38023244
4.67,4.95,4.71,5.0,4.9,4.14,4.81,38029850
5.0,5.0,5.0,5.0,5.0,5.0,4.67,38746916
4.69,4.68,4.65,4.88,4.9,4.94,4.72,38750112
4.94,4.96,4.93,4.98,4.98,4.98,4.85,38044470
4.91,4.98,4.91,4.93,4.96,4.77,4.91,38754120
4.91,4.91,4.91,4.91,4.82,4.91,5.0,38045144
4.52,4.7,4.8,4.8,4.76,4.28,4.46,38066904
4.82,4.79,4.86,4.6,4.88,4.58,4.74,38784689
5.0,5.0,5.0,5.0,5.0,5.0,5.0,38070589
4.72,4.86,4.86,4.59,5.0,4.69,4.69,38784903
4.5,5.0,4.5,5.0,4.5,5.0,5.0,38814691
4.83,4.83,4.33,4.67,4.83,4.83,4.67,38826350
4.82,4.87,4.82,4.86,4.9,4.86,4.78,38087699
4.46,4.56,4.43,4.78,4.66,4.86,4.53,38088637
4.95,4.94,4.9,4.93,4.99,4.9,4.93,38842498
4.51,4.6,4.74,4.76,4.53,4.8,4.46,38090971
4.64,4.7,4.7,4.85,4.68,4.8,4.57,38091553
4.5,4.36,4.64,4.45,4.18,4.45,4.36,38091600
4.27,4.82,4.73,4.45,4.45,4.91,4.45,38091740
4.84,4.84,4.86,4.78,4.94,4.96,4.72,38099565
4.34,4.48,4.13,4.57,4.6,4.96,4.38,38843384
4.81,4.88,4.81,4.94,4.94,4.88,4.69,38121022
5.0,4.0,4.0,4.0,5.0,5.0,4.0,38846165
5.0,5.0,5.0,5.0,5.0,5.0,5.0,38123790
4.92,4.92,4.89,4.96,4.99,4.66,4.89,38870766
1.5,2.5,1.5,2.0,1.5,3.0,2.0,38131074
1.0,1.0,1.0,1.0,1.0,4.0,4.0,38131350
5.0,5.0,5.0,5.0,5.0,4.57,4.86,38133731
4.84,4.87,4.8,4.96,4.97,4.98,4.72,38880514
4.88,4.88,4.95,4.99,4.98,4.92,4.84,38134829
4.8,5.0,5.0,5.0,5.0,4.8,4.7,38157331
5.0,5.0,4.0,5.0,5.0,5.0,4.0,38896659
4.0,3.0,4.0,4.0,3.0,4.0,3.0,38900716
4.78,4.83,4.75,4.83,4.89,4.91,4.76,38905823
4.64,4.67,4.59,4.88,4.89,4.9,4.57,38909140
4.87,4.8,4.6,4.93,4.93,4.87,4.73,38157364
4.52,4.63,4.39,4.78,4.73,4.08,4.53,38912057
4.8,4.7,4.7,5.0,4.7,5.0,4.7,38922666
4.33,4.17,4.5,4.0,4.0,4.33,3.83,38923791
4.75,4.74,4.8,4.86,4.92,4.91,4.72,38924654
4.74,4.85,4.76,4.94,4.86,4.92,4.77,38158030
4.83,4.83,4.67,5.0,5.0,5.0,5.0,38160088
5.0,5.0,5.0,4.9,5.0,4.7,4.9,38950182
4.97,5.0,4.92,4.97,5.0,4.97,4.92,38160411
4.86,4.9,4.91,4.84,4.97,4.19,4.72,38961490
4.87,4.92,4.95,4.94,4.98,4.79,4.79,38161704
5.0,4.67,5.0,5.0,5.0,5.0,4.67,39075715
4.8,4.6,4.6,4.8,4.6,5.0,4.4,38976168
5.0,5.0,4.33,5.0,5.0,5.0,4.67,38979354
5.0,5.0,3.0,5.0,5.0,5.0,5.0,39002608
4.99,4.97,4.96,4.99,5.0,4.94,4.82,39088461
5.0,5.0,5.0,5.0,5.0,5.0,4.33,39023518
4.95,4.95,4.99,4.99,4.99,4.98,4.81,39090243
4.81,4.91,4.94,4.91,4.97,4.91,4.84,39103509
4.95,4.98,4.89,4.99,4.98,5.0,4.73,39028448
5.0,4.98,4.93,4.95,4.98,5.0,4.95,39105279
4.89,4.93,4.92,4.97,4.93,4.96,4.8,39109174
4.65,4.85,4.8,4.45,4.95,4.15,4.75,39033899
5.0,5.0,5.0,5.0,5.0,4.75,5.0,39124892
5.0,5.0,5.0,4.0,5.0,5.0,5.0,39045819
4.93,4.95,4.96,4.87,4.84,4.65,4.85,39047396
5.0,5.0,4.8,5.0,5.0,5.0,4.8,39127447
5.0,4.89,4.89,4.89,4.89,4.89,4.56,39127790
4.97,4.99,4.99,4.97,4.94,4.81,4.81,39048786
4.68,4.73,4.75,4.91,4.78,4.79,4.74,39133350
4.79,4.81,4.63,4.91,4.88,4.52,4.82,39051070
4.75,4.74,4.6,4.89,4.99,4.76,4.7,39054220
4.92,4.83,4.75,4.75,4.83,4.75,4.75,39058595
5.0,5.0,4.92,4.92,5.0,5.0,5.0,39134724
4.82,4.88,4.71,4.88,5.0,4.65,4.65,39154634
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39059092
4.41,4.52,4.33,4.82,4.74,4.82,4.34,39158405
4.74,4.8,4.8,4.97,4.97,4.91,4.63,39063399
4.5,4.75,4.75,4.5,3.75,4.75,4.75,39075656
4.84,4.89,4.8,4.97,4.96,4.84,4.88,39862089
5.0,5.0,5.0,4.33,5.0,5.0,5.0,39160776
4.78,4.87,4.78,4.95,4.92,4.57,4.83,39203774
4.75,5.0,5.0,5.0,5.0,5.0,4.75,39870266
4.53,4.53,4.73,4.67,4.73,4.13,4.4,39230529
4.73,4.73,4.76,4.8,4.89,4.95,4.7,39231215
4.4,4.6,4.4,4.8,4.8,4.6,4.4,39870356
4.84,4.96,4.99,4.79,4.93,4.84,4.81,39872019
4.82,4.84,4.92,4.99,4.99,4.77,4.73,39873895
5.0,5.0,3.0,5.0,5.0,4.0,4.0,39886746
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39250842
2.0,3.0,2.0,5.0,3.0,5.0,2.0,39263153
4.79,4.72,4.75,4.81,4.84,4.81,4.7,39269663
4.64,4.68,4.52,4.89,4.86,4.86,4.71,39897784
5.0,5.0,5.0,5.0,5.0,3.67,5.0,39277763
4.17,4.17,4.0,4.0,4.5,4.17,4.17,39278111
4.78,4.68,4.54,4.66,4.83,4.51,4.66,39319667
4.96,4.94,4.97,4.96,4.99,4.87,4.91,39328389
5.0,5.0,4.96,5.0,5.0,4.95,4.98,39903183
4.58,4.63,4.56,4.83,4.81,4.94,4.63,39339292
4.86,4.93,4.84,4.93,4.93,4.63,4.88,39341910
4.32,4.5,4.18,4.58,4.55,4.53,4.39,39362318
4.0,4.17,3.83,4.17,3.83,5.0,3.83,39392682
5.0,5.0,5.0,5.0,4.5,5.0,4.5,39394237
3.7,3.9,3.7,4.6,4.2,4.5,3.7,39396472
4.39,4.49,4.42,4.68,4.64,4.88,4.42,39415323
4.88,4.92,4.85,4.82,4.95,4.94,4.83,39440808
5.0,4.5,5.0,4.75,5.0,5.0,4.5,39447739
4.99,4.99,5.0,5.0,5.0,4.93,4.96,39903847
4.97,4.89,4.97,4.86,5.0,4.74,4.8,39922270
4.54,4.73,4.55,4.86,4.8,4.64,4.59,39923632
4.67,4.8,4.54,4.89,4.85,4.93,4.85,39943223
4.83,4.58,4.5,4.67,5.0,4.08,4.5,39467986
5.0,5.0,5.0,4.97,5.0,5.0,4.89,39481496
4.67,5.0,4.67,5.0,5.0,5.0,5.0,39943878
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39946927
3.79,4.07,3.5,4.57,4.71,4.21,3.93,39952280
4.25,4.5,4.5,5.0,4.63,5.0,4.25,39952690
4.94,4.94,4.88,5.0,5.0,4.5,4.75,39968049
4.89,5.0,5.0,4.78,5.0,4.56,4.89,39971342
4.83,4.84,4.72,4.97,4.97,4.84,4.74,39978182
4.65,4.76,4.53,4.59,4.76,4.76,4.76,39484056
4.37,4.49,4.24,4.61,4.6,4.71,4.46,39484923
4.38,4.67,4.42,4.46,4.58,4.25,4.67,39505693
4.96,4.87,4.65,4.96,5.0,4.87,4.87,39987474
4.99,5.0,5.0,4.97,4.99,4.9,4.93,39991723
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39993795
5.0,5.0,5.0,5.0,5.0,4.69,5.0,40029774
4.71,4.86,4.71,4.71,4.57,5.0,4.71,40059597
4.0,4.33,4.11,4.44,4.11,5.0,3.78,40060795
5.0,5.0,5.0,5.0,5.0,5.0,4.0,40075442
4.95,4.96,4.95,4.97,5.0,4.96,4.97,39509741
4.94,4.95,4.95,4.97,4.97,4.68,4.87,40116014
4.89,5.0,4.94,4.75,4.81,4.83,4.75,40158714
4.71,4.74,4.62,4.94,4.92,4.87,4.67,40176049
4.73,5.0,4.64,5.0,4.73,4.82,4.91,39529554
4.98,4.98,4.98,4.99,4.99,4.96,4.93,40177336
4.98,5.0,4.98,4.97,4.98,4.98,4.89,39530582
4.63,4.63,4.5,4.81,4.94,4.63,4.63,40201619
5.0,4.91,5.0,5.0,5.0,4.55,4.91,40203644
4.71,4.77,4.48,4.88,4.85,4.94,4.69,40212609
5.0,5.0,4.0,5.0,5.0,5.0,5.0,39554529
4.57,5.0,4.71,4.57,4.86,4.86,4.71,39557322
4.97,4.91,5.0,5.0,4.97,4.91,4.81,39559681
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39579890
5.0,5.0,5.0,5.0,5.0,5.0,4.5,39604043
4.89,4.91,4.72,4.94,4.98,4.95,4.85,40221518
4.7,4.76,4.42,4.9,4.76,4.79,4.61,40225885
4.2,4.6,4.6,5.0,4.4,4.8,4.4,39604213
4.83,4.88,4.85,4.91,4.86,4.72,4.8,39605954
4.9,4.96,4.96,4.98,4.99,4.99,4.88,39607063
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40228047
4.88,4.71,4.71,4.88,4.94,4.59,4.94,39608107
4.96,4.99,4.95,4.96,4.99,4.93,4.91,39634399
4.77,4.75,4.84,4.67,4.88,4.06,4.74,39651488
5.0,4.9,4.8,5.0,5.0,4.9,4.9,39653366
5.0,5.0,4.83,5.0,5.0,4.67,4.67,39653766
4.84,4.82,4.86,4.93,4.96,4.73,4.81,39692037
4.2,4.2,3.8,3.8,4.2,2.8,3.8,39696721
4.5,4.5,3.5,5.0,5.0,4.5,4.75,39697278
4.86,4.79,4.86,4.93,4.93,4.79,4.57,40290585
4.69,4.73,4.69,4.76,4.81,4.92,4.69,39704752
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40312719
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39729538
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40313771
4.78,4.83,4.7,4.92,4.96,4.96,4.7,39730210
4.5,4.83,4.33,5.0,4.83,5.0,4.5,39754872
2.0,5.0,5.0,5.0,1.0,5.0,3.0,39768982
4.67,4.67,5.0,5.0,5.0,5.0,3.67,39769039
5.0,5.0,4.67,5.0,5.0,5.0,5.0,39769071
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39769104
4.64,4.82,4.73,4.45,4.64,5.0,4.82,40329510
4.79,4.91,4.79,4.79,4.82,4.88,4.82,40350268
4.92,4.9,4.87,4.95,4.92,5.0,4.79,40350602
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39773921
4.71,4.69,4.65,4.94,4.67,4.85,4.62,40369329
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40398261
4.6,5.0,5.0,5.0,4.8,5.0,4.2,39774697
4.69,4.76,4.51,4.93,4.95,4.81,4.71,39777001
4.74,4.83,4.6,4.94,4.88,4.65,4.72,40408111
4.83,4.9,4.87,4.95,4.97,4.96,4.77,40419469
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39789550
5.0,5.0,5.0,5.0,5.0,5.0,5.0,39791249
4.33,4.0,3.67,5.0,5.0,5.0,4.0,39791476
5.0,5.0,5.0,5.0,5.0,4.63,5.0,40423941
4.66,4.79,4.62,4.79,4.91,4.34,4.62,39794711
4.67,5.0,4.67,5.0,5.0,5.0,5.0,40447771
4.83,4.74,4.61,4.92,4.96,4.49,4.74,39795836
5.0,5.0,5.0,5.0,5.0,5.0,4.0,39797500
5.0,5.0,5.0,5.0,5.0,5.0,4.0,39797702
4.86,4.91,4.86,4.94,4.94,4.93,4.83,39798940
4.74,4.81,4.79,4.93,4.86,4.97,4.79,40452007
4.88,4.75,4.88,5.0,4.88,4.13,4.75,40471451
4.79,4.84,4.84,4.92,4.93,4.87,4.77,39805358
4.19,4.05,4.14,4.57,4.14,4.33,4.38,40479341
4.96,4.99,4.94,4.99,4.98,4.98,4.88,39809637
4.59,4.9,4.76,4.79,4.93,4.14,4.59,40491141
5.0,4.99,4.99,5.0,5.0,4.9,4.94,39821609
4.74,4.91,4.8,4.69,4.86,4.43,4.63,40503637
4.92,4.94,4.83,4.89,4.85,4.76,4.74,39842636
5.0,5.0,5.0,5.0,5.0,5.0,4.67,39847417
4.85,4.9,4.87,4.84,4.94,4.98,4.72,40530056
4.76,4.86,4.48,5.0,4.97,4.84,4.76,39859340
5.0,5.0,5.0,4.75,5.0,4.75,4.75,39860568
4.33,4.2,4.33,4.47,4.27,3.4,4.4,40929961
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40936383
1.0,1.0,3.0,2.0,1.0,3.0,1.0,40940568
4.9,4.99,4.86,4.81,4.96,4.88,4.83,40949874
4.68,4.84,4.68,4.97,4.93,4.97,4.8,40532205
4.54,4.63,4.61,4.75,4.84,3.95,4.44,40963188
3.5,3.0,4.5,4.5,4.0,4.5,3.5,40964912
5.0,5.0,5.0,5.0,5.0,5.0,4.96,40978910
4.94,4.92,4.77,4.97,4.96,4.9,4.71,40979994
4.84,4.83,4.84,4.93,4.92,4.85,4.69,40991185
5.0,5.0,5.0,4.5,5.0,5.0,4.5,41018199
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41018220
4.92,4.97,5.0,4.95,4.92,4.92,4.9,41026277
5.0,5.0,4.75,4.0,5.0,4.5,3.75,41042258
5.0,5.0,5.0,5.0,5.0,5.0,4.0,40604956
4.9,4.91,4.85,4.95,4.97,4.83,4.88,41046519
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41047853
4.61,4.64,4.39,4.89,4.84,4.8,4.66,41054645
4.7,4.8,4.81,4.82,4.72,4.61,4.66,40619449
4.96,4.96,4.98,4.97,4.98,4.96,4.95,40631718
4.71,4.79,4.75,4.96,4.88,4.75,4.71,41062867
4.75,4.5,4.25,5.0,4.75,4.75,4.75,40661064
4.96,4.98,4.93,5.0,4.99,4.93,4.94,40674594
4.91,4.89,4.69,4.94,4.89,4.77,4.86,41081332
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40680627
4.63,4.63,4.67,4.86,4.88,4.23,4.6,40684076
5.0,4.5,4.0,5.0,5.0,4.5,5.0,40702777
5.0,5.0,4.86,5.0,5.0,4.97,5.0,41136340
4.95,4.98,4.98,4.93,4.93,4.98,4.9,41152596
4.69,4.84,4.61,4.96,4.87,4.7,4.67,40750606
4.85,4.83,4.9,4.83,4.9,4.54,4.71,41160612
5.0,5.0,5.0,5.0,5.0,5.0,4.0,41166856
4.0,4.0,4.0,3.0,3.0,5.0,3.5,41171034
4.67,4.7,4.67,4.81,4.81,4.44,4.56,40777669
4.89,4.92,4.97,4.88,4.95,4.97,4.81,41197100
4.98,4.98,4.83,4.98,5.0,4.81,4.81,40780053
4.0,5.0,5.0,5.0,5.0,4.0,4.0,40821512
4.53,4.8,4.36,4.87,4.89,4.64,4.67,41239565
4.84,4.77,4.85,4.92,4.91,4.84,4.77,41241746
4.77,4.92,4.77,4.77,4.85,4.46,4.69,41254620
5.0,5.0,4.2,4.8,5.0,5.0,4.8,40837290
4.56,4.71,4.51,4.75,4.75,4.14,4.58,41299453
4.68,4.85,4.75,4.96,4.92,4.87,4.61,40847481
4.37,4.46,4.34,4.61,4.7,3.99,4.29,41300438
4.64,4.58,4.47,4.58,4.64,4.73,4.51,40882597
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41335763
5.0,5.0,4.0,3.5,4.5,5.0,4.5,41391608
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41391775
5.0,5.0,5.0,4.92,4.92,5.0,5.0,41395585
3.33,4.33,3.0,3.0,3.33,3.67,3.33,40883695
4.6,4.74,4.58,4.72,4.82,4.9,4.44,40898000
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41432840
5.0,5.0,5.0,5.0,5.0,5.0,5.0,41437341
4.75,4.83,4.72,4.72,4.76,4.52,4.65,41812235
5.0,4.94,4.94,5.0,4.82,4.88,4.94,41443703
5.0,4.67,4.67,4.67,4.67,4.67,4.67,41838755
4.61,4.68,4.32,4.87,4.74,4.45,4.58,41843189
4.95,4.96,4.95,4.83,4.91,5.0,4.78,41858671
4.82,4.76,4.81,4.85,4.98,4.45,4.73,41444430
